Departement,arrondissement,commune,section_communale,Institution,Categorie,Statut,code_MSPP,code_iSante,Reseau,Lat,Long
Grand Anse ,Jérémie,Jérémie,7ème-Marfranc,Immaculée Conception Ste Hélène,CSL,Mixte,811710,81110,URC,18.6225,-74.1119
Grand Anse ,Jérémie,Jérémie,9e-Fonds-Rouge-Torberck,Hôpital Saint Antoine,HCR,Public,811900,81100,ITECH,18.646,-74.1175
Grand Anse ,Jérémie,Jérémie,8e-Fonds-Rouge-Dayère,Haitian Health Foundation,CSL,Privé à but non lucratif,811801,81101,URC,18.64,-74.12
Grand Anse ,Jérémie,Jérémie,2ème-Haute-Voldrogue,Siloé de Léon,Dispensaire,Public,811205,81105,,18.5457,-74.1115
Grand Anse ,Jérémie,Jérémie,9e-Fonds-Rouge-Torberck,SSPE de Mackandal,Dispensaire,Public,811906,81106,,18.6474,-74.1156
Grand Anse ,Jérémie,Jérémie,7ème-Marfranc,SSPE de Marfranc,Dispensaire,Public,811707,81107,,18.5872,-74.209
Grand Anse ,Jérémie,Jérémie,2ème-Haute-Voldrogue,Dispensaire Sainte Anne,Dispensaire,Public,811211,,,,
Grand Anse ,Jérémie,Abricots,1ère-Anse-du-Clerc,CS Léon Coicou d’Anse du Clerc,CSL,Mixte,812102,81202,,18.6476,-74.278
Grand Anse ,Jérémie,Abricots,2ème-Balisiers,SSPE St Joseph des Abricots,CSL,Public,812203,81201,PATHFINDER,,
Grand Anse ,Jérémie,Bonbon,10ème-Désormeaux,Chemen Lavi de Bonbon,Dispensaire,Public,8131001,81301,,18.6651,-74.2448
Grand Anse ,Jérémie,Bonbon,10ème-Désormeaux,HHF de Bonbon,Dispensaire,Privé à but lucratif,8131002,81302,,,
Grand Anse ,Jérémie,Moron,1ère-Anote,Centre de Santé de Moron,CSL,Public,814101,81401,,18.5597,-74.2591
Grand Anse ,Jérémie,Moron,1ère-Anote,ND de Lourdes de Moron,Dispensaire,Privé à but lucratif,814103,81403,,18.5596,-74.2561
Grand Anse ,Jérémie,Moron,1ère-Anote,HHF de Moron,Dispensaire,Privé à but lucratif,814102,81402,,,
Grand Anse ,Jérémie,Chambellan,1ère-Déjean,CS de Chambellan,CSL,Public,815101,81501,,18.5508,-74.3132
Grand Anse ,Jérémie,Chambellan,2ème-Boucan,Dispensaire de Boucan,Dispensaire,Public,815203,,,,
Grand Anse ,Jérémie,Chambellan,2ème-Boucan,Dispensaire Berluce,Dispensaire,Public,815204,,,,
Grand Anse ,Jérémie,Chambellan,2ème-Boucan,SSPE de Bourdon,Dispensaire,Public,815202,81502,,18.4899,-74.3504
Grand Anse ,Anse-d’Hainault,Anse-d’Hainault,2ème-Boudon,Icéus Picard de Sicard,Dispensaire,Mixte,821205,,,,
Grand Anse ,Anse-d’Hainault,Anse-d’Hainault,4ème-Mandou,SSPE de Mandou,Dispensaire,Public,821402,82102,,18.4413,-74.4492
Grand Anse ,Anse-d’Hainault,Anse-d’Hainault,1ère-Grandoit,Dispensaire de Sainte Hélène,Dispensaire,Privé à but lucratif,821104,,,,
Grand Anse ,Anse-d’Hainault,Anse-d’Hainault,1ère-Grandoit,HCR (St Jean Baptiste),HD,Public,821106,,,,
Grand Anse ,Anse-d’Hainault,Dame-Marie,3ème-Désormeaux,Hôp. de la Communauté DM,HCR,Mixte,822301,82201,PATHFINDER,18.56,-74.42
Grand Anse ,Anse-d’Hainault,Dame-Marie,3ème-Désormeaux,Notre Dame des Malades,Dispensaire,Public,822302,82202,,,
Grand Anse ,Anse-d’Hainault,Dame-Marie,1ère-Bariadelle,SKS Petite Rivière de Dame Marie,Dispensaire,Public,822104,82204,,,
Grand Anse ,Anse-d’Hainault,Dame-Marie,1ère-Bariadelle,Sainte Anne de Bariadelle,Dispensaire,Public,822103,82203,,18.5168,-74.4412
Grand Anse ,Anse-d’Hainault,Dame-Marie,3ème-Désormeaux,Saint Michel de Désormeaux,Dispensaire,Public,822305,82205,,18.5453,-74.3655
Grand Anse ,Anse-d’Hainault,Les Irois,5ème-Matador,Sant santé Espwa AFSC/Irois,CAL,Public,823501,82301,,18.4063,-74.4499
Grand Anse ,Anse-d’Hainault,Les Irois,7ème-Carcasse,Dispensaire Carcasse,Dispensaire,Mixte,823702,,,,
Grand Anse ,Corail,Corail,1ère-Duquillon,CAL St Pierre de Corail,CAL,Public,831101,83101,PATHFINDER,,
Grand Anse ,Corail,Corail,1ère-Duquillon,Dispensaire St Gérard,Dispensaire,Mixte,831102,,,,
Grand Anse ,Corail,Corail,1ère-Duquillon,SSPE de Moulines,Dispensaire,Privé à but non lucratif,831103,83102,,18.4773,-73.9975
Grand Anse ,Corail,Roseaux,4ème-Les-Gommiers,Bon Samaritain des Roseaux,Dispensaire,Mixte,832401,83201,,18.5991,-74.0158
Grand Anse ,Corail,Roseaux,1ère-Carrefour-Charles,SSPE de Carrefour Charles,CSL,Mixte,832102,83202,,18.5363,-73.9996
Grand Anse ,Corail,Roseaux,2ème-Fonds-Cochon,St Antoine de Padoue de Lopino,Dispensaire,Mixte,832203,83204,,,
Grand Anse ,Corail,Roseaux,4ème-Les-Gommiers,HHF à Roseaux,Dispensaire,Privé à but lucratif,832404,83205,,,
Grand Anse ,Corail,Roseaux,1ère-Carrefour-Charles,Centre de Santé Saint Martin,CSL,Mixte,832105,,,,
Grand Anse ,Corail,Beaumont,4ème-Beaumont,Dispensaire La Providence,Dispensaire,Public,833403,,,,
Grand Anse ,Corail,Beaumont,4ème-Beaumont,CAL Sainte Agnès Citimed,CAL,Mixte,833401,83301,ICC,18.4716,-73.9429
Grand Anse ,Corail,Pestel,3ème-Jean-Belune,Dispensaire Jean Belune,Dispensaire,Privé à but lucratif,834308,,,,
Grand Anse ,Corail,Pestel,4ème-Tozia,Dispensaire de Détail,Dispensaire,Public,834409,,,,
Grand Anse ,Corail,Pestel,1ère-Bernard Gousse,Centre de Santé de Pestel,CAL,Public,834101,83401,UGP MSPP,18.5412,-73.7993
Grand Anse ,Corail,Pestel,1ère-Bernard Gousse,SSPE des Basses,Dispensaire,Public,834102,83402,,,
Grand Anse ,Corail,Pestel,5ème-Duchity,SSPE de Duchity,Dispensaire,Public,834503,83403,,18.4351,-73.9011
Grand Anse ,Corail,Pestel,3ème-Jean-Belune,SSPE Espwa de Pointe Sable,Dispensaire,Mixte,834304,83404,,18.6069,-73.7951
Grand Anse ,Corail,Pestel,5ème-Duchity,Centre de Santé de Tozia,Dispensaire,Public,834506,,,,
Grand Anse ,Corail,Pestel,1ère-Bernard Gousse,Anse à Macon,Dispensaire,Public,834105,,,,
Grand Anse ,Corail,Pestel,2ème Espère-2,Centre Espoir Communautaire,Dispensaire,Mixte,834207,,,,
Nippes,Miragoâne,Miragoâne,1ère-Chalon,SSPE de Beraca,Dispensaire,Privé à but lucratif,1011101,84105,,,
Nippes,Miragoâne,Miragoâne,3ème-Dessources,SSPE de Labrousse,CAL,Mixte,1011305,,,,
Nippes,Miragoâne,Miragoâne,4ème-Pémerle,SSPE de St Michel du Sud,Dispensaire,Public,1011406,84109,,,
Nippes,Miragoâne,Miragoâne,6ème-Paillant,Hôpital Sainte Thérèse,HD,Public,1011600,84100,UGP MSPP,18.446,-73.0701
Nippes,Miragoâne,Miragoâne,1ère-Chalon,SSPE de Chalon,Dispensaire,Mixte,1011102,84106,,,
Nippes,Miragoâne,Miragoâne,2ème-Belle-Rivière,SSPE de Lhomond,Dispensaire,Mixte,1011203,84107,,,
Nippes,Miragoâne,Miragoâne,2ème-Belle-Rivière,SSPE de Belle Rivière,Dispensaire,Mixte,1011204,84108,,,
Nippes,Miragoâne,Petite-Rivière,3ème-Silegue,CAL de Madian,CAL,Mixte,1012301,84201,,,
Nippes,Miragoâne,Petite-Rivière,3ème-Silegue,Clinic de la Visitation,CSL,Mixte,1012302,,,,
Nippes,Miragoâne,Petite-Rivière,1ère-Fonds-de-Lianes,SSPE de Petite Rivière,Dispensaire,Public,1012103,84202,,,
Nippes,Miragoâne,Fonds-des-Nègres,3e Pémerle,SSPE St Joseph de Pémerle,Dispensaire,Mixte,1013301,84110,,,
Nippes,Miragoâne,Fonds-des-Nègres,2ème-Fonds-des-Nègres,CAL de Béthel,CAL,Privé à but lucratif,1013202,84111,CMMB,18.36,-73.21
Nippes,Miragoâne,Fonds-des-Nègres,1ère Section-de-Bouzi,SSPE Ste Catherine,Dispensaire,Mixte,1013103,,,,
Nippes,Miragoâne,Paillant,1ère-Salagnac,SSPE de Mussotte,Dispensaire,Public,1014102,84103,,,
Nippes,Miragoâne,Paillant,6ème-Paillant,CAL de Paillant,CAL,Public,1014601,84101,,,
Nippes,Miragoâne,Paillant,2ème-Bezin 2,SSPE de Jeannette,Dispensaire,Privé à but lucratif,1014203,84102,,,
Nippes,Miragoâne,Paillant,1ère-Salagnac,SSPE de Etang Rey (NF),Dispensaire,Mixte,1014104,84104,,,
Nippes,Anse-à-Veau,Anse-à-Veau,3ème-Saut-du-Baril,SSPE de Javel,Dispensaire,Mixte,1021303,85103,,,
Nippes,Anse-à-Veau,Anse-à-Veau,Centre-ville,CAL Jules Fleury,HCR,Public,1021201,85101,PATHFINDER,,
Nippes,Anse-a-Veau,Anse-a-Veau,2e Grande-Rivière-Joly,SSPE de Félix Mathieu,Dispensaire,Prive,1021204,,,,
Nippes,Anse-à-Veau,Anse-à-Veau,3ème-Saut-du-Baril,SSPE de Saint Yves,Dispensaire,Mixte,1021302,85104,,,
Nippes,Anse-à-Veau,L’Asile,4ème-Morisseau,SSPE de Morisseaux,Dispensaire,Mixte,1022402,85404,,,
Nippes,Anse-à-Veau,L’Asile,Centre-ville,CAL de L’Asile,HCR,Public,1022301,85401,,,
Nippes,Anse-à-Veau,L’Asile,2ème-Tournade,SSPE de Changieux,Dispensaire,Public,1022204,85403,,,
Nippes,Anse-à-Veau,L’Asile,2ème-Tournade,SSPE Béthesda Fleurant (NF),Dispensaire,Mixte,1022203,85402,,,
Nippes,Anse-à-Veau,Petit-Trou,1ère-Raymond,CAL de Petit Trou,CAL,Public,1023101,85301,JHPIEGO,,
Nippes,Anse-à-Veau,Plaisance,Centre-ville,CAL de Plaisance,CAL,Mixte,1024601,,,,
Nippes,Anse-à-Veau,Plaisance,5ème-Anse-à-Pins,SSPE de Gauthier Civil (NF),Dispensaire,Mixte,1024502,,,,
Nippes,Anse-à-Veau,Arnaud,Centre-ville,SSPE d’Arnaud,CSL,Mixte,1025301,,,,
Nippes,Baradères,Baradères,4ème-La-Plaine,Baradères,CAL,Public,1031401,,,,
Nippes,Baradères,Baradères,3ème-Fond-Tortue,Disp. Ste Elisabeth,Dispensaire,Mixte,1031302,,,,
Nippes,Baradères,Grand-Boucan,1ère -Grand-Boucan,SSPE de Grand Boucan,Dispensaire,Mixte,1032101,,,,
Nord,Cap-Haïtien,Cap-Haïtien,3ème-Petite-Anse,Fort St Michel,HCR,Mixte,311302,31102,UGP MSPP,19.7411,-72.1941
Nord,Cap-Haïtien,Cap-Haïtien,2ème-Haut-du-Cap,Disp. ND Lourdes Carénage,CSL,Mixte,311203,31103,,19.7649,-72.1973
Nord,Cap-Haïtien,Cap-Haïtien,2ème- Haut-du-Cap,Dispensaire de Labadie,CSL,Public,311204,31104,,19.749,-72.219
Nord,Cap-Haïtien,Cap-Haïtien,2ème- Haut-du-Cap,"Disp. Sacré-Coeur, Rue 2K",Dispensaire,Privé à but lucratif,311205,31105,,19.7549,-72.2052
Nord,Cap-Haïtien,Cap-Haïtien,3ème-Petite-Anse,CEMAD Petite Anse,CAL,Privé à but lucratif,311309,31109,,19.733,-72.1834
Nord,Cap-Haïtien,Cap-Haïtien,2ème- Haut-du-Cap,"FOSREF, rue 16",CSL,Privé à but non lucratif,311210,31110,Non associée,19.7595,-72.2002
Nord,Cap-Haïtien,Cap-Haïtien,3ème-Petite-Anse,Clinic Médico-Dentaire St Joseph,CSL,Privé à but lucratif,311311,,,,
Nord,Cap-Haïtien,Cap-Haïtien,2ème- Haut-du-Cap,Dispensaire St Jean Bosco,Dispensaire,Privé à but lucratif,311212,,,,
Nord,Cap-Haïtien,Cap-Haïtien,2ème- Haut-du-Cap,DASH,CSL,Privé à but lucratif,311221,,,,
Nord,Cap-Haïtien,Cap-Haïtien,3ème-Petite-Anse,CS Passion du Christ,CSL,Privé à but lucratif,311314,,,,
Nord,Cap-Haïtien,Cap-Haïtien,3ème-Petite-Anse,CS commun. de Nutrition,CSL,Privé à but lucratif,311313,,,,
Nord,Cap-Haïtien,Cap-Haïtien,2ème- Haut-du-Cap,FOSREF Lakay,CSL,Privé à but non lucratif,311220,,,,
Nord,Cap-Haïtien,Cap-Haïtien,2ème- Haut-du-Cap,Dispensaire Caritas,CSL,Privé à but lucratif,311219,31111,,19.7516,-72.2029
Nord,Cap-Haïtien,Cap-Haïtien,2ème- Haut-du-Cap,CS St Jude de Cap Haïtien,CSL,Privé à but lucratif,311216,,,,
Nord,Cap-Haïtien,Cap-Haïtien,2ème-Haut-du-Cap,Clinique Médicale de Cité du Peuple,CSL,Privé à but lucratif,311218,,,,
Nord,Cap-Haïtien,Cap-Haïtien,1e-Bande-du-Nord,Unité de Lutte pour la santé,CSL,Privé à but non lucratif,311122,,,,
Nord,Cap-Haïtien,Cap-Haïtien,2ème-Haut-du-Cap,CS médical Shela,CSL,Privé à but lucratif,311217,,,,
Nord,Cap-Haïtien,Cap-Haïtien,2ème-Haut-du-Cap,Hôpital Justinien,HU,Public,311200,31100,UMiami,19.7628,-72.2062
Nord,Cap-Haïtien,Cap-Haïtien,2ème-Haut-du-Cap,CDS La Fossette,CSL,Mixte,311201,31101,URC,19.7535,-72.2057
Nord,Cap-Haïtien,Cap-Haïtien,1e-Bande-du-Nord,"Disp. Solano SA, Labadie (NF)",Dispensaire,Privé à but lucratif,311106,31106,,19.7861,-72.2435
Nord,Cap-Haïtien,Cap-Haïtien,2ème-Haut-du-Cap,Disp. ND Ste Philomène,Dispensaire,Privé à but lucratif,311207,31107,,19.7452,-72.2105
Nord,Cap-Haïtien,Cap-Haïtien,3ème-Petite-Anse,CSL Madeline,CSL,Mixte,311308,31108,,19.7252,-72.1817
Nord,Cap-Haïtien,Cap-Haïtien,2ème-Haut-du-Cap,Centre de santé Ste Trinité,CSL,Privé à but lucratif,311215,,,,
Nord,Cap-Haïtien,Quartier-Morin,1ère-Basse-Plaine,Disp. de Quartier Morin,CAL,Public,312101,31201,,19.6975,-72.1578
Nord,Cap-Haïtien,Quartier-Morin,2ème-Morne-Pelé,Grand Pré,Dispensaire,Public,312206,31206,,19.6226,-72.1853
Nord,Cap-Haïtien,Quartier-Morin,1ère-Basse-Plaine,CMB de Carrefour la Mort,HCR,Privé à but lucratif,312107,,,,
Nord,Cap-Haïtien,Quartier-Morin,2ème-Morne-Pelé,Dispensaire de Cadush,Dispensaire,Public,312202,31202,,19.642,-72.1812
Nord,Cap-Haïtien,Quartier-Morin,1ère-Basse-Plaine,Dispensaire St Louis,Dispensaire,Mixte,312104,31204,,19.6972,-72.1567
Nord,Cap-Haïtien,Quartier-Morin,2ème-Morne-Pelé,Disp. de Morne Pelé (NF),Dispensaire,Privé à but lucratif,312203,31203,,,
Nord,Cap-Haïtien,Quartier-Morin,2ème-Morne-Pelé,Ste Bernadette de Cadush (NF),Dispensaire,Privé à but lucratif,312205,31205,,,
Nord,Cap-Haïtien,Limonade,3ème-Roucou,Dispensaire de Limonade,CSL,Public,313301,31301,ICC,19.6695,-72.1261
Nord,Cap-Haïtien,Limonade,1ère-Basse-Plaine,Disp.  Bord de mer Limonade,Dispensaire,Mixte,313103,31302,,19.7275,-72.1191
Nord,Cap-Haïtien,Limonade,2e-Bois-de-Lance,CSL Porte Ouverte,CSL,Privé à but lucratif,313202,,,,
Nord,Cap-Haïtien,Limonade,3ème-Roucou,Centre de Santé St Charles,CSL,Privé à but non lucratif,313304,,,,
Nord,Cap-Haïtien,Limonade,3ème-Roucou,Centre de Santé Sooring,CSL,Privé à but lucratif,313305,,,,
Nord,Cap-Haïtien,Limonade,3ème-Roucou,Centre Catholique Limonade (NF),CSL,Privé à but lucratif,313306,,,,
Nord,Acul-du-Nord,Acul-du-Nord,3ème-Mornet,Tovar,CSL,Privé à but lucratif,321302,32102,,19.6252,-72.2881
Nord,Acul-du-Nord,Acul-du-Nord,3ème-Mornet,Grison Garde (NF),Dispensaire,Public,321303,32103,,,
Nord,Acul-du-Nord,Acul-du-Nord,2e-Bas-de-L’acul,Dispensaire de Pillatre,Dispensaire,Privé à but lucratif,321204,32104,,19.7055,-72.3264
Nord,Acul-du-Nord,Acul-du-Nord,3ème-Mornet,Dispensaire de la Bruyère,CSL,Privé à but lucratif,321308,32108,,19.6391,-72.3078
Nord,Acul-du-Nord,Acul-du-Nord,2e-Bas-de-L’Acul,Centre Médical Secours Chrétien,CSL,Privé à but lucratif,321209,,,,
Nord,Acul-du-Nord,Acul-du-Nord,3ème-Mornet,C/S Divine Miséricorde,CAL,Privé à but lucratif,321311,,,,
Nord,Acul-du-Nord,Acul-du-Nord,3ème-Mornet,Disp. Carrefour La Chaux,CSL,Public,321310,,,,
Nord,Acul-du-Nord,Acul-du-Nord,3ème-Mornet,Dispensaire C. de Duty (NF),Dispensaire,Public,321312,,,,
Nord,Acul-du-Nord,Acul-du-Nord,2e-Bas-de-L’acul,Nativité,CSL,Mixte,321201,32101,,19.6833,-72.3192
Nord,Acul-du-Nord,Acul-du-Nord,1ère-Camp-Louise,Disp. de Camp Louise,Dispensaire,Public,321105,32105,,19.7476,-72.3479
Nord,Acul-du-Nord,Acul-du-Nord,3ème-Mornet,Délivrance (NF),Dispensaire,Privé à but lucratif,321306,32106,,,
Nord,Acul-du-Nord,Acul-du-Nord,6e Souffrière,Disp. de Souffrière (NF),Dispensaire,Public,321607,32107,,,
Nord,Acul-du-Nord,Plaine-du-Nord,1ère-Morne-Rouge,Dispensaire de Balan,Dispensaire,Mixte,322102,32202,,19.727,-72.2975
Nord,Acul-du-Nord,Plaine-du-Nord,1ère-Morne-Rouge,CSL Béthesda de Vaudreuil,CSL,Privé à but lucratif,322105,32205,UGP MSPP,19.7202,-72.2521
Nord,Acul-du-Nord,Plaine-du-Nord,1ère-Morne-Rouge,St François de Sales,HCR,Privé à but lucratif,322106,32206,,19.7183,-72.2522
Nord,Acul-du-Nord,Plaine-du-Nord,1ère-Morne-Rouge,Hôpital Divine Mercy,HCR,Privé,322111,,,,
Nord,Acul-du-Nord,Plaine-du-Nord,1ère-Morne-Rouge,Hop. de Fondation SAREPTA,HCR,Privé,322112,,,,
Nord,Acul-du-Nord,Plaine-du-Nord,2ème-Basse-Plaine,CSL Jehova Jireh,CSL,Mixte,322208,32208,,19.6774,-72.2709
Nord,Acul-du-Nord,Plaine-du-Nord,3e-Grand-Boucan,CS Rose Merci Robillard,CSL,Privé à but non lucratif,322310,,,,
Nord,Acul-du-Nord,Plaine-du-Nord,1ère-Morne-Rouge,Disp. de Morne Rouge,Dispensaire,Public,322103,32203,,19.7105,-72.266
Nord,Acul-du-Nord,Plaine-du-Nord,3e-Grand-Boucan,Dispensaire de Robillard,Dispensaire,Public,322304,32204,,19.6119,-72.26
Nord,Acul-du-Nord,Plaine-du-Nord,1ère-Morne-Rouge,Clinique François DUGUE,CSL,Privé à but non lucratif,322107,32207,URC,19.7071,-72.2781
Nord,Acul-du-Nord,Plaine-du-Nord,2ème-Basse-Plaine,Centre Médico social,CSL,Mixte,322209,,,,
Nord,Acul-du-Nord,Plaine-du-Nord,2ème-Basse-Plaine,Disp. de Paine du Nord,Dispensaire,Privé à but lucratif,322201,32201,,,
Nord,Acul-du-Nord,Milot,2e-Bonnet-à-L’Evêque,CAL Sacre Coeur,hôpital,Privé à but lucratif,323201,32301,CMMB,19.6101,-72.2095
Nord,Acul-du-Nord,Milot,3ème-Genipailler,La Providence de Lory,CSL,Privé à but non lucratif,323305,32305,,19.6976,-72.2262
Nord,Acul-du-Nord,Milot,3ème-Genipailler,Disp. Carrefour des Pères,Dispensaire,Public,323302,32302,,19.6848,-72.2055
Nord,Acul-du-Nord,Milot,1ère-Perches-de-Bonnet,Dispensaire de Thibault,Dispensaire,Privé à but lucratif,323103,32303,,19.6332,-72.2272
Nord,Grande-Rivière,Grande-Rivière,9ème-Cormiers,CAL Grande Rivière du Nord,HCR,Public,331901,33101,UGP MSPP,19.579,-72.17
Nord,Grande-Rivière,Grande-Rivière,5e sect. Joli-Trou,Disp. Commun. de Joli-Trou,Disp,Privé à but lucratif,331502,,,,
Nord,Grande-Rivière,Grande-Rivière,5e sect. Joli-Trou,Disp.  Métho. de la Tannerie (NF),Dispensaire,Privé à but lucratif,331503,33102,,,
Nord,Grande-Rivière,Bahon,5ème-Bailly,Dispensaire de Bahon,CSL,Public,332501,33201,,19.4695,-72.1142
Nord,Grande-Rivière,Bahon,5ème-Bailly,Dispensaire. St Joseph,Dispensaire,Privé à but lucratif,332502,,,,
Nord,Saint-Raphaël,Saint-Raphaël,4ème-San-Yago,CSL de St Raphaël,CAL,Public,341401,34101,SSQH,19.44,-72.2
Nord,Saint-Raphaël,Saint-Raphaël,4ème-San-Yago,St Joseph 1,Dispensaire,Privé à but non lucratif,341402,34102,ICC,19.4364,-72.2004
Nord,Saint-Raphaël,Dondon,4ème-Languille,CSL de Dondon,CAL,Public,342401,34201,,19.5267,-72.2446
Nord,Saint-Raphaël,Dondon,1ère-Brostage,Disp. Commun. de Dondon (NF),Dispensaire,Privé à but lucratif,342103,,,,
Nord,Saint-Raphaël,Dondon,4ème-Languille,St Joseph 2,Dispensaire,Privé à but lucratif,342402,34202,,19.5261,-72.2417
Nord,Saint-Raphaël,Ranquitte,1ère Bac-à-Soude,CSL de Ranquitte,CAL,Public,343101,34301,,19.4106,-72.0828
Nord,Saint-Raphaël,Ranquitte,1ère Bac-à-Soude,Dispensaire Brenda West,CSL,Public,343102,,,,
Nord,Saint-Raphaël,Ranquitte,1ère Bac-à-Soude,Disp. St Joseph (Catholique),Dispensaire,Public,343103,34303,,19.413,-72.0785
Nord,Saint-Raphaël,Pignon,1ère Savanette,Hôp. Bienfaisance de Pignon,HCR,Public,344101,34401,URC,19.3397,-72.119
Nord,Saint-Raphaël,Pignon,1ère Savanette,St Joseph (Pignon),Dispensaire,Privé à but non lucratif,344102,34402,,19.3362,-72.1142
Nord,Saint-Raphaël,La Victoire,1ère-de-La-Victoire,CSL La Victoire,CAL,Public,345101,,,,
Nord,Saint-Raphaël,La Victoire,1ère-de-La-Victoire,Dispensaire Saint Joseph (NF),Dispensaire,Privé à but lucratif,345102,,,,
Nord,Borgne,Borgne,7ème-Fond-Lagrange,Alliance Santé Borgne,CAL,Mixte,351704,35101,UGP MSPP,19.84,-72.52
Nord,Borgne,Borgne,3ème-Petit-Bourg,Disp. de Petit Bourg Borgne,Dispensaire,Public,351302,35102,,19.8079,-72.5725
Nord,Borgne,Borgne,3ème-Petit-Bourg,CAL de Borgne (NF),CAL,Public,351301,,,,
Nord,Borgne,Borgne,3ème-Petit-Bourg,Corpus Christi (NF),Dispensaire,Privé à but lucratif,351303,35103,,,
Nord,Borgne,Port-Margot,2e-Bas-Petit-Borgne,CSL de Port Margot,CSL,Privé à but lucratif,352201,35201,ICC,19.7511,-72.4295
Nord,Borgne,Port-Margot,6ème-Bras-Gauche,Dispensaire Petit Bourg,CSL,Public,352602,35202,,19.7217,-72.4488
Nord,Borgne,Port-Margot,5ème-Bas-Quartier,Dispensaire de Bayeux,CSL,Mixte,352503,35203,,19.8084,-72.4336
Nord,Borgne,Port-Margot,2e-Bas-Petit-Borgne,Dispensaire Malachy,CSL,Mixte,352204,35204,,19.7507,-72.4282
Nord,Borgne,Port-Margot,3ème-de-Corail,Clinique Méd. Dr Dorsainvil,CSL,Privé à but lucratif,352307,,,,
Nord,Borgne,Port-Margot,3ème-de-Corail,Disp. Wesleyen de Fauché,CAL,Privé à but non lucratif,352305,35205,,19.737,-72.4303
Nord,Borgne,Port-Margot,2e-Bas-Petit-Borgne,Disp. Cath de Pt Bourg,Dispensaire,Privé à but lucratif,352206,35206,,,
Nord,Limbé,Limbé,7e-Ravine-Desroches,Hôpital Bon Samaritain,Hôpital,Privé à but lucratif,361702,36102,ICC,19.6996,-72.4026
Nord,Limbé,Limbé,5ème-Camp-Coq,Dispensaire de Camp Coq,CSL,Public,361503,36103,,19.6335,-72.4259
Nord,Limbé,Limbé,5ème-Camp-Coq,Dispensaire Catholique de Camp Coq,CSL,Privé à but lucratif,361506,,,,
Nord,Limbé,Limbé,3ème-Haut-Limbé,Dispensaire Haut Limbé,CAL,Mixte,361304,36104,,19.6988,-72.3565
Nord,Limbé,Limbé,3ème-Haut-Limbé,Centre Galilée de Haut Limbé,CSL,Privé à but non lucratif,361305,,,,
Nord,Limbé,Limbé,7e-Ravine-Desroches,St Jean de Limbe,HCR,Mixte,361701,36101,CMMB,19.7074,-72.4018
Nord,Limbé,Bas-Limbé,2ème-Petit-Howars,Dispensaire de Bas Limbé,Dispensaire,Public,362201,36201,,19.7802,-72.3797
Nord,Limbé,Bas-Limbé,2ème-Petit-Howars,CS Materno Infantile Mont Carmel,CSL,Privé à but lucratif,362202,,,,
Nord,Plaisance,Plaisance,7ème-Bassin,CMP Progressio,HCR,Privé à but lucratif,371701,37101,ICC,19.5974,-72.4693
Nord,Plaisance,Plaisance,1ère-Colline-Gobert,Dispensaire de Gobert,Dispensaire,Privé à but lucratif,371102,37102,,19.6297,-72.5061
Nord,Plaisance,Plaisance,5ème-La-Trouble,Dispensaire La Trouble,Dispensaire,Privé à but non lucratif,371503,37103,,19.5669,-72.4427
Nord,Plaisance,Plaisance,8e-Grande-Rivière,Disp. St Henry de Puilboreau,Dispensaire,Mixte,371804,37104,,19.539,-72.473
Nord,Plaisance,Pilate,1ère-Ballon,Hôpital Espérance de Pilate,HD,Privé à but non lucratif,372101,37201,CMMB,19.6687,-72.5505
Nord,Plaisance,Pilate,3e Ravine Trompette,CDS presbytéral de Ravine Trompette,CSL,Prive à but non lucratif,372102,,,,
Nord Est,Fort-Liberté,Fort-Liberté,1ère-Dumas,Hôpital de Fort-Liberté,HD,Public,411100,41100,UGP MSPP,19.6655,-71.841
Nord Est,Fort-Liberté,Fort-Liberté,1ère-Dumas,Derac,Dispensaire,Public,411101,41101,,19.6611,-71.8132
Nord Est,Fort-Liberté,Fort-Liberté,3ème-Loiseau,Acul Samedi,Dispensaire,Public,411302,41102,,19.5204,-71.8816
Nord Est,Fort-Liberté,Fort-Liberté,2ème Bayaha,Malfety,Dispensaire,Public,411203,,,,
Nord Est,Fort-Liberté,Ferrier,3e-Bas-Maribahoux,Disp. de Ferrier,Dispensaire,Public,412301,,,,
Nord Est,Fort-Liberté,Ferrier,3e-Bas-Maribahoux,Disp. de Meillac,Dispensaire,Public,412302,,,,
Nord Est,Fort-Liberté,Ferrier,3e-Bas-Maribahoux,Mérande,Dispensaire,Public,412303,,,,
Nord Est,Fort-Liberté,Perches,2ème -Bas-des-Perches,Disp. de Perches,Dispensaire,Public,413201,41301,,19.5216,-71.9221
Nord Est,Fort-Liberté,Perches,2ème -Haut-Des-Perches,Maquillon,Dispensaire,Public,413202,,,,
Nord Est,Ouanaminthe,Ouanaminthe,1e-Haut-Maribahoux,CAL de Ouanaminthe,CAL,Public,421101,41201,URC,19.6161,-71.7799
Nord Est,Ouanaminthe,Ouanaminthe,1e-Haut-Maribahoux,Disp. de Dilaire,CSL,Public,421107,,,,
Nord Est,Ouanaminthe,Ouanaminthe,2e-Acul-des-Pins,Disp. d’Acul des Pins,Dispensaire,Public,421202,41202,,19.6699,-71.756
Nord Est,Ouanaminthe,Ouanaminthe,1e-Haut-Maribahoux,Univers Centre Médical,CAL,Privé à but lucratif,421104,,,,
